file,s1,s2,b1,b2,percDif
one/one6634.gcg,308,213,3,1,36.46833013435701
one/one3994.gcg,207,324,1,3,44.06779661016949
one/one2452.gcg,301,233,3,1,25.468164794007492
one/one4023.gcg,246,325,2,3,27.670753064798596
one/one4745.gcg,266,284,2,3,6.545454545454546
one/one2334.gcg,298,215,3,1,32.35867446393762
one/one6152.gcg,183,384,1,3,70.8994708994709
one/one979.gcg,263,234,2,1,11.670020120724347
one/one3002.gcg,371,232,3,2,46.1028192371476
one/one5473.gcg,278,195,2,1,35.095137420718814
one/one789.gcg,345,431,1,3,22.164948453608247
one/one1615.gcg,311,215,3,1,36.50190114068441
one/one951.gcg,365,225,4,1,47.45762711864407
one/one1173.gcg,235,290,2,2,20.952380952380953
one/one5315.gcg,207,286,1,2,32.048681541582155
one/one3764.gcg,290,229,3,1,23.50674373795761
one/one5301.gcg,211,320,1,4,41.05461393596987
one/one3770.gcg,232,304,1,3,26.865671641791046
one/one1167.gcg,251,332,2,3,27.787307032590054
one/one6608.gcg,334,213,3,1,44.24131627056673
one/one1601.gcg,304,333,3,3,9.105180533751962
one/one945.gcg,259,234,2,1,10.141987829614605
one/one4779.gcg,307,227,2,1,29.962546816479403
one/one3016.gcg,290,242,2,2,18.045112781954884
one/one2308.gcg,344,314,3,3,9.118541033434651
one/one5467.gcg,347,264,4,2,27.168576104746318
one/one4792.gcg,274,215,1,1,24.130879345603272
one/one1832.gcg,235,274,1,2,15.324165029469548
one/one6185.gcg,184,228,0,1,21.35922330097087
one/one776.gcg,450,278,2,0,47.25274725274725
one/one3943.gcg,300,279,3,2,7.253886010362693
one/one2485.gcg,227,339,1,3,39.57597173144876
one/one3957.gcg,187,350,1,3,60.70763500931099
one/one2491.gcg,229,330,2,3,36.135957066189626
one/one1198.gcg,299,313,3,3,4.57516339869281
one/one1826.gcg,287,246,3,1,15.384615384615385
one/one6191.gcg,317,269,3,2,16.38225255972696
one/one762.gcg,307,533,1,3,53.80952380952381
one/one5498.gcg,291,352,3,4,18.973561430793158
one/one4786.gcg,227,273,1,2,18.4
one/one992.gcg,338,274,3,2,20.915032679738562
one/one4976.gcg,439,209,5,1,70.98765432098766
one/one6807.gcg,359,288,3,3,21.947449768160745
one/one6813.gcg,247,295,1,3,17.712177121771216
one/one4962.gcg,192,337,1,3,54.82041587901701
one/one986.gcg,214,371,1,4,53.675213675213676
one/one6805.gcg,346,253,4,2,31.05175292153589
one/one4974.gcg,272,256,2,2,6.0606060606060606
one/one748.gcg,414,481,2,4,14.972067039106147
one/one990.gcg,242,328,2,3,30.175438596491226
one/one1818.gcg,228,323,1,3,34.48275862068966
one/one984.gcg,304,267,3,2,12.95971978984238
one/one4960.gcg,320,179,3,1,56.51302605210421
one/one3969.gcg,329,154,3,0,72.46376811594203
one/one6811.gcg,249,336,2,3,29.743589743589745
one/one2487.gcg,278,314,2,3,12.162162162162163
one/one3941.gcg,438,245,5,2,56.51537335285505
one/one3799.gcg,324,219,3,1,38.67403314917127
one/one6839.gcg,320,203,3,1,44.74187380497132
one/one774.gcg,417,393,2,3,5.9259259259259265
one/one6187.gcg,330,202,3,1,48.1203007518797
one/one1830.gcg,258,223,2,1,14.553014553014554
one/one4790.gcg,179,233,0,1,26.21359223300971
one/one4948.gcg,295,274,2,2,7.381370826010544
one/one4784.gcg,353,219,2,2,46.85314685314685
one/one760.gcg,434,407,3,2,6.4209274673008325
one/one6193.gcg,289,263,3,2,9.420289855072465
one/one2493.gcg,278,301,2,3,7.9447322970639025
one/one3955.gcg,336,300,3,3,11.320754716981133
one/one4009.gcg,223,286,1,2,24.75442043222004
one/one3766.gcg,366,203,4,1,57.29349736379613
one/one2478.gcg,409,240,5,1,52.08012326656395
one/one5317.gcg,154,302,0,2,64.91228070175438
one/one1171.gcg,211,280,1,2,28.105906313645622
one/one953.gcg,345,223,3,1,42.95774647887324
one/one1617.gcg,264,363,2,4,31.57894736842105
one/one6178.gcg,385,214,4,1,57.095158597662774
one/one5471.gcg,355,226,4,1,44.40619621342513
one/one3000.gcg,327,173,2,1,61.6
one/one5465.gcg,263,217,2,1,19.166666666666668
one/one3014.gcg,224,351,1,3,44.173913043478265
one/one947.gcg,225,220,1,1,2.247191011235955
one/one1603.gcg,260,331,2,3,24.027072758037225
one/one1165.gcg,228,301,2,2,27.599243856332706
one/one3772.gcg,348,310,4,3,11.55015197568389
one/one5303.gcg,265,345,2,3,26.229508196721312
one/one6622.gcg,281,180,2,0,43.817787418655094
one/one4035.gcg,248,417,2,5,50.82706766917293
one/one2444.gcg,299,251,3,2,17.454545454545457
one/one3982.gcg,207,336,1,3,47.51381215469613
one/one2322.gcg,268,245,3,1,8.966861598440545
one/one4753.gcg,432,186,5,1,79.6116504854369
one/one6144.gcg,364,252,3,2,36.36363636363637
one/one6150.gcg,360,223,4,1,46.99828473413379
one/one5459.gcg,201,314,1,3,43.883495145631066
one/one2336.gcg,215,282,1,2,26.961770623742453
one/one3028.gcg,303,298,3,2,1.6638935108153077
one/one4747.gcg,379,247,3,2,42.17252396166134
one/one4021.gcg,297,170,3,0,54.389721627408996
one/one2450.gcg,318,336,3,3,5.5045871559633035
one/one3996.gcg,426,282,5,3,40.67796610169492
one/one6636.gcg,362,169,4,0,72.69303201506591
one/one1159.gcg,189,307,0,3,47.58064516129033
one/one5868.gcg,370,217,4,1,52.12947189097103
one/one2861.gcg,287,165,2,0,53.98230088495575
one/one238.gcg,330,249,3,2,27.979274611398964
one/one2875.gcg,307,258,3,2,17.345132743362832
one/one4592.gcg,339,203,4,0,50.184501845018445
one/one5854.gcg,303,351,3,3,14.678899082568808
one/one6385.gcg,252,386,2,4,42.00626959247649
one/one576.gcg,271,309,2,3,13.10344827586207
one/one210.gcg,215,218,1,1,1.3856812933025404
one/one2685.gcg,199,327,1,3,48.669201520912544
one/one2849.gcg,299,283,3,3,5.498281786941581
one/one2691.gcg,264,262,2,2,0.7604562737642585
one/one204.gcg,207,219,1,1,5.633802816901409
one/one1398.gcg,242,361,2,3,39.46932006633499
one/one6391.gcg,245,320,1,3,26.548672566371685
one/one562.gcg,336,206,2,1,47.97047970479705
one/one5698.gcg,247,324,1,3,26.970227670753065
one/one4586.gcg,282,273,2,2,3.2432432432432434
one/one5840.gcg,211,256,1,2,19.271948608137045
one/one3202.gcg,372,209,4,1,56.11015490533563
one/one5673.gcg,345,210,3,1,48.64864864864865
one/one589.gcg,305,316,3,3,3.542673107890499
